1113.86 1098.84
1098.84 1100.65
1100.65 1133.20
1133.20 1146.42
1146.42 1164.33
1164.33 1186.75
1186.75 1140.80
1140.80 1120.67
1120.67 1089.45
1089.45 1062.75
1062.75 1081.24
1081.24 1027.14
1027.14 973.89
973.89 1009.06
1009.06 1020.09
1020.09 1044.75
1044.75 1002.60
1002.60 984.39
984.39 1056.42
1056.42 1070.67
1070.67 1098.67
1098.67 1141.01
1141.01 1125.72
1125.72 1163.55
1163.55 1192.33
1192.33 1176.74
1176.74 1166.46
1166.46 1188.03
1188.03 1226.27
1226.27 1229.23
1229.23 1275.09
1275.09 1243.26
1243.26 1225.19
1225.19 1279.64
1279.64 1239.40
1239.40 1230.13
1230.13 1239.22
1239.22 1238.33
1238.33 1275.47
1275.47 1294.59
1294.59 1299.29
1299.29 1282.80
1282.80 1293.72
1293.72 1348.35
1348.35 1319.00
1319.00 1356.85
1356.85 1335.18
1335.18 1345.00
1345.00 1337.80
1337.80 1330.29
1330.29 1301.84
1301.84 1327.75
1327.75 1293.64
1293.64 1342.84
1342.84 1315.31
1315.31 1391.22
1391.22 1403.28
1403.28 1418.78
1418.78 1356.94
1356.94 1328.72
1328.72 1300.29
1300.29 1327.68
1327.68 1336.61
1336.61 1348.27
1348.27 1357.24
1357.24 1351.66
1351.66 1335.42
1335.42 1277.36
1277.36 1282.81
1282.81 1336.02
1336.02 1247.41
1247.41 1301.65
1301.65 1362.93
1362.93 1370.23
1370.23 1396.06
1396.06 1422.00
1422.00 1416.62
1416.62 1433.30
1433.30 1417.04
1417.04 1421.03
1421.03 1458.34
1458.34 1469.25
1469.25 1441.47
1441.47 1465.15
1465.15 1441.36
1441.36 1360.16
1360.16 1424.37
1424.37 1387.12
1387.12 1346.09
1346.09 1333.36
1333.36 1409.17
1409.17 1395.07
1395.07 1464.47
1464.47 1527.46
1527.46 1498.58
1498.58 1516.35
1516.35 1356.56
1356.56 1434.54
1434.54 1452.43
1452.43 1432.63
1432.63 1420.96
1420.96 1406.95
1406.95 1378.02
1378.02 1477.26
1477.26 1456.95
1456.95 1464.46
1464.46 1441.48
1441.48 1454.60
1454.60 1478.90
1478.90 1509.98
1509.98 1480.19
1480.19 1419.89
1419.89 1462.93
1462.93 1471.84
1471.84 1491.72
1491.72 1506.45
1506.45 1520.77
1520.77 1494.50
1494.50 1465.81
1465.81 1448.72
1448.72 1436.51
1436.52 1408.99
1408.99 1374.17
1374.17 1396.93
1396.93 1379.58
1379.58 1426.69
1428.76 1365.98
1365.98 1367.72
1367.72 1341.77
1341.77 1315.23
1315.18 1369.89
1369.89 1312.15
1312.15 1305.95
1305.97 1320.28
1320.28 1298.35
1298.35 1318.55
1318.32 1342.54
1342.54 1354.95
1354.92 1349.47
1349.47 1314.76
1314.76 1301.53
1301.53 1245.86
1245.86 1234.18
1234.18 1233.42
1233.42 1150.53
1150.53 1139.83
1139.83 1160.33
1160.33 1128.43
1128.43 1183.50
1183.50 1242.98
1242.98 1253.05
1253.05 1266.61
1266.61 1245.67
1245.67 1291.96
1291.96 1277.89
1277.89 1260.67
1260.67 1264.96
1264.96 1214.36
1214.36 1225.35
1225.35 1224.38
1224.42 1190.59
1190.59 1215.68
1215.68 1210.85
1210.85 1205.82
1205.82 1214.35
1214.35 1190.16
1190.16 1161.97
1161.97 1184.93
1184.93 1133.58
1133.58 1085.78
1085.78 965.80
965.80 1040.94
1040.94 1071.38
1071.37 1091.65
1091.65 1073.48
1073.48 1104.61
1104.61 1087.20
1087.20 1120.31
1120.31 1138.65
1138.65 1150.34
1150.34 1139.45
1139.45 1158.31
1158.31 1123.09
1123.09 1144.89
1144.89 1161.02
1161.02 1172.51
1172.51 1145.60
1145.60 1127.58
1127.58 1133.28
1133.28 1122.20
1122.20 1096.22
1096.22 1104.18
1104.18 1089.84
1089.84 1131.78
1131.78 1164.31
1164.31 1166.16
1166.16 1148.70
1148.70 1147.39
1147.39 1122.73
1122.73 1111.01
1111.01 1125.17
1125.17 1076.32
1076.32 1073.43
1073.43 1054.99
1054.99 1106.59
1106.59 1083.82
1083.82 1067.14
1067.14 1027.53
1027.53 1007.27
1007.27 989.14
989.14 989.82
989.82 989.03
989.03 921.39
921.39 847.75
847.76 852.84
852.84 864.24
864.24 908.64
908.64 928.77
928.77 940.86
940.86 916.07
916.07 893.92
893.92 889.81
889.81 845.39
845.39 827.37
827.37 800.58
800.58 835.32
835.32 884.39
884.39 897.65
897.65 900.96
900.96 894.74
894.74 909.83
909.83 930.55
930.55 936.31
936.31 912.23
912.23 889.48
889.48 895.76
895.74 875.40
875.40 908.59
908.59 927.57
927.57 901.78
901.78 861.40
861.40 855.70
855.70 829.69
829.69 834.89
834.89 848.17
848.17 841.15
841.15 828.89
828.89 833.27
833.27 895.79
895.79 863.50
863.50 878.85
878.85 868.30
868.30 893.58
893.58 898.81
898.81 930.08
930.08 933.41
933.41 944.30
944.30 933.22
933.22 963.59
963.59 987.76
987.76 988.61
988.61 995.69
995.69 976.22
976.22 985.70
985.70 998.14
998.14 993.32
993.32 998.68
998.68 980.15
980.15 977.59
977.59 990.67
990.67 993.06
993.06 1008.01
1008.01 1021.39
1021.39 1018.63
1018.63 1036.30
1036.30 996.85
996.85 1029.85
1029.85 1038.06
1038.06 1039.32
1039.32 1028.91
1028.91 1050.71
1050.71 1053.21
1053.21 1050.35
1050.35 1035.28
1035.28 1058.20
1058.20 1061.50
1061.50 1074.14
1074.14 1088.66
1088.66 1095.89
1095.89 1108.48
1108.48 1121.86
1121.86 1139.83
1139.83 1141.55
1141.55 1131.13
1131.13 1142.76
1142.76 1145.81
1145.81 1144.11
1144.11 1144.94
1144.94 1156.86
1156.86 1120.57
1120.57 1109.78
1109.78 1108.06
1108.06 1141.81
1141.81 1139.32
1139.32 1134.61
1134.56 1140.60
1140.60 1107.30
1107.30 1098.70
1098.70 1095.70
1095.70 1093.56
1093.56 1120.68
1120.68 1122.50
1122.50 1136.47
1136.47 1135.02
1135.02 1134.43
1134.43 1125.38
1125.38 1112.81
1112.81 1101.39
1101.39 1086.20
1086.20 1101.72
1101.72 1063.97
1063.97 1064.80
1064.80 1098.35
1098.35 1107.77
1107.77 1113.63
1113.63 1123.92
1123.92 1128.55
1128.55 1110.11
1110.11 1131.50
1131.50 1122.14
1122.14 1108.20
1108.20 1095.74
1095.74 1130.20
1130.20 1166.17
1166.17 1184.17
1184.17 1170.34
1170.34 1182.65
1182.65 1191.17
1191.17 1188.00
1188.00 1194.20
1194.20 1210.13
1210.13 1211.92
1211.92 1186.19
1186.19 1184.52
1184.52 1167.87
1167.87 1171.36
1171.36 1203.03
1203.03 1205.30
1205.30 1201.59
1201.59 1211.37
1211.37 1222.12
1222.12 1200.08
1200.08 1189.65
1189.65 1171.42
1171.42 1181.41
